0 0 0.02285739016951993
0 1 0.03713023429736495
0 2 0.023874649312347174
0 3 0.014244538615457714
0 4 0.011261912964982912

1 0 0.03478834859561175
1 1 0.036538150190608576
1 2 0.0274840212368872
1 3 0.03561444632941857
1 4 0.03114048985298723

2 0 0.022183028631843626
2 1 0.0264724387525348
2 2 0.046632299810880795
2 3 0.03433475809288211
2 4 0.025340590364066884

3 0 0.01413801331364084
3 1 0.021250717079965398
3 2 0.027578154869843274
3 3 0.03034935551113449
3 4 0.026776977319968864

4 0 0.01143698999658227
4 1 0.012627628922928125
4 2 0.019236551481299102
4 3 0.02189936290960759
4 4 0.026802772074006498

