0 0 0.025261483679059893
0 1 0.04314198828069493
0 2 0.023482531832996756
0 3 0.010429195550386794
0 4 0.010089122137287632

1 0 0.032596333243418485
1 1 0.030863792810123414
1 2 0.02489964726555627
1 3 0.03336368326563388
1 4 0.02235029893927276

2 0 0.023915370577014983
2 1 0.032480230496730655
2 2 0.04945133806904778
2 3 0.049490319535834715
2 4 0.03323170119256247

3 0 0.015462490235222504
3 1 0.03030926111387089
3 2 0.049704125558491796
3 3 0.036109743115957826
3 4 0.036131467029917985

4 0 0.016980234999209642
4 1 0.01363929096260108
4 2 0.021657638499164023
4 3 0.034466208424419165
4 4 0.05582408094778657

