0 0 0.006609441405453253
0 1 0.014226668869378045
0 2 0.019078969879774376
0 3 0.01344316826434806
0 4 0.00736429798125755

1 0 0.010209887994278688
1 1 0.02234727886680048
1 2 0.017435081429721323
1 3 0.014544772126100725
1 4 0.010798604571755277

2 0 0.00933739751126268
2 1 0.028955308617150878
2 2 0.01916199691113434
2 3 0.022223357891198246
2 4 0.015021612613054458

3 0 0.008640380442375317
3 1 0.03324518357985653
3 2 0.017443392619316
3 3 0.01650986680033384
3 4 0.012152068987779784

4 0 0.009844493470154703
4 1 0.02209952424309449
4 2 0.016217797133140265
4 3 0.016991531645180656
4 4 0.008590577002905775

