0 0 0.01021672596107237
0 1 0.017179069778649136
0 2 0.010674772085621953
0 3 0.011000793485436589
0 4 0.012955156125826761

1 0 0.026092538377270103
1 1 0.03488530305912718
1 2 0.016628864032099955
1 3 0.013049979956122115
1 4 0.012117530248360708

2 0 0.06865618407027796
2 1 0.023429104723618366
2 2 0.04585454083280638
2 3 0.03277494283975102
2 4 0.024728721677092835

3 0 0.026538440579315647
3 1 0.04229282747837715
3 2 0.04988734668586403
3 3 0.05683365452568978
3 4 0.05183056415989995

4 0 0.02069419895997271
4 1 0.031635686464142054
4 2 0.024671974766533822
4 3 0.02899013546993956
4 4 0.05021822627168149

