0 0 0.017040430277120322
0 1 0.027309345256071538
0 2 0.022216314828256145
0 3 0.017238014086615294
0 4 0.014891021768562496

1 0 0.03635341644985601
1 1 0.04204421769827604
1 2 0.02447256090817973
1 3 0.021394579933257774
1 4 0.01887131473631598

2 0 0.06360408675391227
2 1 0.029937874292954803
2 2 0.0708293518400751
2 3 0.051482760231010616
2 4 0.029567033605417237

3 0 0.027026718569686636
3 1 0.06259303132537752
3 2 0.08028675109380856
3 3 0.07136881316546351
3 4 0.05340528109809384

4 0 0.0326852528960444
4 1 0.04944788047578186
4 2 0.036001382337417454
4 3 0.04145230259746313
4 4 0.06973560736514628

