0 0 0.00981141728698276
0 1 0.013318650773726404
0 2 0.013440370530588552
0 3 0.011556262572412379
0 4 0.010373333730967715

1 0 0.025681461760541424
1 1 0.03971006307983771
1 2 0.022028979961760342
1 3 0.01597988180583343
1 4 0.01640235842205584

2 0 0.06563350674696267
2 1 0.030241408821893856
2 2 0.045606255502207205
2 3 0.033508925640489906
2 4 0.030025139334611595

3 0 0.02874789258930832
3 1 0.04059817467350513
3 2 0.04974900576053187
3 3 0.055685944855213165
3 4 0.05294149636756629

4 0 0.02521974762203172
4 1 0.030548813519999385
4 2 0.03324560329201631
4 3 0.05202316780923866
4 4 0.08110026526264846

