0 0 0.015181857161223888
0 1 0.019438465678831562
0 2 0.022053734632208943
0 3 0.01545425051881466
0 4 0.013154660351574421

1 0 0.03689144639065489
1 1 0.05718431802233681
1 2 0.029444080835673958
1 3 0.022666269534965977
1 4 0.02108357526594773

2 0 0.08988893695641309
2 1 0.042056049045640975
2 2 0.08006954047596082
2 3 0.060518317273817956
2 4 0.042737601965200156

3 0 0.03994437257642858
3 1 0.07084046502131969
3 2 0.09234348649624735
3 3 0.09535575658082962
3 4 0.08857513102702796

4 0 0.0418751499382779
4 1 0.05432183528319001
4 2 0.05364502756856382
4 3 0.07905211171600968
4 4 0.11345628835260868

