0 0 0.008627613045973703
0 1 0.014876810077112168
0 2 0.020572021923726425
0 3 0.01892679213779047
0 4 0.0122906404430978

1 0 0.016784255305537954
1 1 0.029620009881909937
1 2 0.03987591326585971
1 3 0.04177461995277554
1 4 0.03651561331935227

2 0 0.017390093387803063
2 1 0.03308562349411659
2 2 0.05338191887130961
2 3 0.045348096173256636
2 4 0.036367567197885364

3 0 0.01331821852363646
3 1 0.02687688492005691
3 2 0.04265033232513815
3 3 0.04366562591167167
3 4 0.03730695485137403

4 0 0.010778192401630804
4 1 0.017505216703284532
4 2 0.02810833737021312
4 3 0.02984242793172598
4 4 0.02763849578332156

