0 0 0.012727247667498887
0 1 0.023526313540060073
0 2 0.02603208742220886
0 3 0.018634117499459535
0 4 0.01923461473779753

1 0 0.03305344650289044
1 1 0.03823480717255734
1 2 0.04109768845955841
1 3 0.0778278661891818
1 4 0.04831543628824875

2 0 0.03657515876693651
2 1 0.06528104320750572
2 2 0.10304235975490883
2 3 0.09223955398192629
2 4 0.0523080502753146

3 0 0.02076627701171674
3 1 0.049685790785588324
3 2 0.0858617196790874
3 3 0.0539907980710268
3 4 0.03894550754921511

4 0 0.016459615959320217
4 1 0.02009872457711026
4 2 0.03331909637199715
4 3 0.03660629678051919
4 4 0.04565854789689183

