0 0 0.012320657289819792
0 1 0.02013529538817238
0 2 0.0176267133501824
0 3 0.011768161151849199
0 4 0.013551586918765679

1 0 0.026102728297701105
1 1 0.025398580444743857
1 2 0.024549237612518482
1 3 0.030892907627276145
1 4 0.0324136670678854

2 0 0.021852222533198074
2 1 0.026053065339510795
2 2 0.0427963978581829
2 3 0.058050715539138764
2 4 0.036819588363869116

3 0 0.013262598789879121
3 1 0.0322244698763825
3 2 0.06190426129614934
3 3 0.04707784953643568
3 4 0.03496532840654254

4 0 0.016235676128417253
4 1 0.0190069074742496
4 2 0.029729211528319865
4 3 0.03281165863154456
4 4 0.035499439807608724

