0 0 0.003643719093815889
0 1 0.013720549963181838
0 2 0.016603788564680144
0 3 0.017994067806284875
0 4 0.0044404802392818965

1 0 0.015056799951707944
1 1 0.04850453737890348
1 2 0.022232477815123275
1 3 0.02767877228325233
1 4 0.010329826967790723

2 0 0.01638324042505701
2 1 0.09733403631253168
2 2 0.03023675040458329
2 3 0.05491594041814096
2 4 0.02642828550597187

3 0 0.00993635157647077
3 1 0.12270727334544063
3 2 0.031432107964064926
3 3 0.03345940541476011
3 4 0.022424383059842512

4 0 0.005801768958917819
4 1 0.048836744215805084
4 2 0.031014730542665347
4 3 0.048011429724283516
4 4 0.01546403716201894

