0 0 0.008310574165079743
0 1 0.017844171976321377
0 2 0.021412580623291433
0 3 0.01936315992497839
0 4 0.0061128744564484805

1 0 0.0195912120398134
1 1 0.05120538244955242
1 2 0.018125169473933056
1 3 0.021578917978331447
1 4 0.014056241692742333

2 0 0.010463945674928254
2 1 0.07684299856191501
2 2 0.020708865922642872
2 3 0.04835534680751152
2 4 0.028861309023341164

3 0 0.006033514175214805
3 1 0.07229609473142773
3 2 0.021638464997522533
3 3 0.027887013973668218
3 4 0.018468722686520778

4 0 0.007568072905996814
4 1 0.03758673381526023
4 2 0.020857978612184525
4 3 0.030315130366943777
4 4 0.011937942581425887

